FECHA;ESCENARIO;;SALA GAYARRE;;S.E.P.E;;SALA BALLET;;SALA DE ORQUESTA                                       SALA DE CORO;;OTRAS SALAS;
SEMANA Nº45   PROVISIONAL;;;;;;;;;;;;
Sábado;06.30h;Llegada Camiones 1 y 2 BALLET SWAN LAKE               ;;;;;;;;;;
;08.00-08.30h;Preparación Actividad;;;;;RESERVADA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          BALLET SWAN LAKE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              COMPAÑÍA MATTHEW BOURNE;;SALA DE ORQUESTA;;;
22;08.30-10.00h;Preparación Función BALLET SWAN LAKE;;;;;;;10.00-22:30h;RESERVA EVENTOS;;
;10.00-10.25h;PAUSA TECNICA;;;;;;;;;;
;10.00-10.30h;VISITA GENERAL;;;;;;;;;;
;10.30-11.30h;Preparación Función ;;;;;;;;;;
;11.30-12.00h ;Limpieza;;;;;;;;;;
;12.30h;BALLET SWAN LAKE               4/5                                                                                         COMPAÑÍA DE MATTHEW BOURNE    ;;;;;;;;;;
;;;;;;;;;;;;
;15.00-15.30h;PAUSA TECNICA;;;;;;;;;;
;15.30-16.00h;Preparación Función ;;;;;;;;;;
;16.00-17.30h;Preparación Función + Limpieza;;;;;;;;;;
;18.00h;BALLET SWAN LAKE               5/5                                                                                         COMPAÑÍA DE MATTHEW BOURNE    ;;;;;;;;;;
;;;;;;;;;;;;
;a 22.00h;Desmontaje BALLET SWAN LAKE;;;;;;;;;;
Nov. 2025 ;22.00-22.30h;PAUSA TECNICA;;;;;;;;;;
;23.30-00.00h;Desmontaje BALLET SWAN LAKE;;;;;;;;;;
Domingo;00.00-07.00h;Desmontaje y Carga BALLET SWAN LAKE;;;;;;;;;;
;02.00h;Llegada Camiones BALLET SWAN LAKE 3 y 4;;;;;;;;;;
;04.00h;Llegada Camiones BALLET SWAN LAKE 5 y 6;;;;;;;;;;
;08.00-08.30h;Preparación Actividad;;;11.00-14.00h;E.Piano CARMEN;RESERVADA                                                                                               CARMEN;;SALA DE ORQUESTA;;;
23;08.30-10.00h;Desmontaje BALLET SWAN LAKE;;;;;;;;;;
;10.00-10.25h;PAUSA TECNICA;;;;;;;;;;
;10.00-10.30h;VISITA GENERAL;;;;;;;;;;
;10.30-14.30h;Desmontaje BALLET SWAN LAKE;;;;;;;;;;
;14.30-15.00h;PAUSA TECNICA;;;;;;;;;;
;15.00-16.00h;Desmontaje BALLET SWAN LAKE;;;;;;;;;;
;15.30-18.00h;Desmontaje BALLET SWAN LAKE;;;16.00-19.00h;E.Piano CARMEN;;;;;;
;18.00-18.30h;PAUSA TECNICA;;;;;;;;;;
;18.30-22.00h;Desmontaje BALLET SWAN LAKE;;;;;;;;;;
Nov. 2025;22.00-22.30h;PAUSA TECNICA;;;;;;;;;;
;23.30-00.00h;Desmontaje BALLET SWAN LAKE;;;;;;;;;;
SEMANA Nº47   PROVISIONAL;;;;;;;;;;;;
FECHA;ESCENARIO;;SALA GAYARRE;;S.E.P.E;;SALA BALLET;;SALA DE ORQUESTA                                       SALA DE CORO;;OTRAS SALAS;
Lunes;;;;;;;;;;;;
;08.00-08.30h;Preparación Actividad;;;11.00-14.00h;E.Piano CARMEN;RESERVADA                                                                                               CARMEN;;SALA DE ORQUESTA;;;
24;08.30-10.00h;DESCARGA Y MONTAJE VIGA LOTERIAS;;;;;;;11.00-14.00h;L.O. Cto. II Ciclo OSM (1);;
;10.00-10.25h;PAUSA TECNICA;;;;;;;16.00-19.00h;L.O. Cto. II Ciclo OSM (2);;
;10.00-10.30h;VISITA GENERAL;;;;;;;;;;
;10.30-14.30h;Montaje Luces CARMEN;;;;;;;SALA DE CORO;;;
;14.30-15.00h;PAUSA TECNICA;;;;;;;11.00-14.00h;E. Musical CORO;;
;15.00-16.00h;Montaje Luces CARMEN;;;;;;;16.00-19.00h;E. Musical CORO;;
;15.30-18.00h;Montaje CARMEN;;;16.00-19.00h;E.Piano CARMEN;;;;;;
;18.00-18.30h;PAUSA TECNICA;;;;;;;;;;
;18.30-22.00h;Montaje CARMEN;;;;;;;;;;
;22.00-22.30h;PAUSA TECNICA;;;;;;;;;;
Nov. 2025;22.30-23.15h;Montaje CARMEN;;;;;;;;;;
;23.15-23.30h;Recogida y finalización actividad;;;;;;;;;;
Martes;;;;;;;;;;;;
;08.00-08.30h;Preparación Actividad;;;11.00-14.00h;E.Piano CARMEN;RESERVADA                                                                                               CARMEN;;SALA DE ORQUESTA;;;
25;08.30-10.00h;Montaje CARMEN;;;;;;;11.00-14.00h;L.O. Cto. II Ciclo OSM (3);;
;10.00-10.25h;PAUSA TECNICA;;;;;;;16.00-19.00h;L.O. Cto. II Ciclo OSM (4);;
;10.00-10.30h;VISITA GENERAL;;;;;;;;;;
;10.30-14.30h;Montaje CARMEN;;;;;;;SALA DE CORO;;;
;14.30-15.00h;PAUSA TECNICA;;;;;;;09.00-13.00h ;AUDICIONES ARTISTICAS;;
;15.00-16.00h;Montaje CARMEN;;;;;;;16.00-19.00h;E. Musical CORO;;
;15.30-18.00h;Montaje CARMEN;;;16.00-19.00h;E.Piano CARMEN;;;;;;
;18.00-18.30h;PAUSA TECNICA;;;;;;;;;;
;18.30-22.00h;Montaje CARMEN;;;;;;;;;;
;22.00-22.30h;PAUSA TECNICA;;;;;;;;;;
Nov. 2025;22.30-23.15h;Montaje CARMEN;;;;;;;;;;
;23.15-23.30h;Recogida y finalización actividad;;;;;;;;;;
Miércoles;;;;;;;;;;;;
;08.00-08.30h;Preparación Actividad;;;Desmontaje CARMEN                                                               Montaje ARIADNE Y BARBAZUL;;;;SALA DE ORQUESTA;;AUDITORIO NACIONAL;
26;08.30-10.00h;Montaje CARMEN;;;;;;;;;17.30-18.30h;E. General Cto.Auditorio
;10.00-10.25h;PAUSA TECNICA;;;;;;;;;19.30h;Concierto Auditorio II                       
;10.00-10.30h;VISITA GENERAL;;;;;;;;;; Mª Eun Sun Kim, OSM
;10.30-14.30h;Montaje CARMEN;;;;;;;SALA DE CORO;;;
;14.30-15.00h;PAUSA TECNICA;;;;;;;16.00-18.00h;E. Musical ;;
;15.00-16.00h;Montaje CARMEN;;;;;;;;;;
;16.00-18.00h;Grabación Técnica CARMEN;;;;;;;;;;
;18.00-18.30h;PAUSA TECNICA;;;;;;;;;;
;18.30-22.00h;Ensayo Técnico CARMEN ;;;;;;;;;;
;22.00-22.30h;PAUSA TECNICA;;;;;;;;;;
Nov. 2025;22.30-23.15h;Ensayo Técnico CARMEN ;;;;;;;;;;
;23.15-23.30h;Recogida y finalización actividad;;;;;;;;;;
Jueves;;;;;;;;;;;;
;08.00-08.30h;Preparación Actividad;;;Desmontaje CARMEN                                                               Montaje ARIADNE Y BARBAZUL;;RESERVADA                                                                                               CARMEN;;SALA DE ORQUESTA;;;
27;08.30-10.00h;Direccion de Luces CARMEN;;;;;;;;;;
;08.30-14.30h;Montaje -16  ARIADNE Y BARBAZUL;;;;;;;;;;
;10.00-10.25h;PAUSA TECNICA;;;;;;;;;;
;10.00-10.30h;VISITA GENERAL;;;;;;;SALA DE CORO;;;
;10.30-14.30h;Direccion de Luces CARMEN;;;;;;;13.00-15.00h;E. Musical Coro;;
;14.30-15.00h;PAUSA TECNICA;;;;;;;;;;
;15.00-16.00h;Preparación Pasada + Limpieza;;;;;;;;;;
;15.30-16.00h;Preparación Ensayo;16.00-21.00h. CURSO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             Los secretos de la ópera: retórica y significados I;;;;;;;;;
;16.00-16.45h;Ensayo Técnico CARMEN ;;;;;;;;;;
;16.45-17.00h;Preparación Ensayo;;;;;;;;;;
;17.00-22.00h;E.Piano CARMEN (1);;;;;;;;;;
;22.00-22.30h;PAUSA TECNICA;;;;;;;;;;
Nov. 2025;22.30-23.15h;Ajustes Técnicos CARMEN;;;;;;;;;;
;23.15-23.30h;Recogida y finalización actividad;;;;;;;;;;
Viernes;;;;;;;;;;;;
;08.00-08.30h;Preparación Actividad;;;Desmontaje CARMEN                                                               Montaje ARIADNE Y BARBAZUL;;RESERVADA                                                                                               CARMEN;;SALA DE ORQUESTA;;;
28;08.30-10.00h;Direccion de Luces CARMEN;;;;;;;11.00-14.00h;L.O. CARMEN (1);;
;08.30-14.30h;Montaje -16  ARIADNE Y BARBAZUL;;;;;;;16.00-19.00h;L.O. CARMEN (2);;
;10.00-10.25h;PAUSA TECNICA;;;;;;;16.00-19.00h;EXPERIENCIA TURISMO;;
;10.00-10.30h;VISITA GENERAL;;;;;;;SALA DE CORO;;;
;10.30-14.30h;Direccion de Luces CARMEN;;;;;;;13.00-15.00h;E. Musical Coro;;
;14.30-15.00h;PAUSA TECNICA;;;;;;;;;;
;15.00-16.00h;Preparación Pasada + Limpieza;;;;;;;;;;
;15.30-16.00h;Preparación Ensayo;;;;;;;;;;
;16.00-16.45h;Ensayo Técnico CARMEN ;;;;;;;;;;
;16.45-17.00h;Preparación Ensayo;;;;;;;;;;
;17.00-22.00h;E.Piano CARMEN (2);;;;;;;;;;
;22.00-22.30h;PAUSA TECNICA;;;;;;;;;;
Nov. 2025;22.30-23.15h;Ajustes Técnicos CARMEN;;;;;;;;;;
;23.15-23.30h;Recogida y finalización actividad;;;;;;;;;;
Sábado;;;;;;;;;;;;
;08.00-08.30h;Preparación Actividad;;;Desmontaje CARMEN                                                               Montaje ARIADNE Y BARBAZUL;;RESERVADA                                                                                               CARMEN;;SALA DE ORQUESTA;;;
29;08.30-10.00h;E.Luces CARMEN;;;;;;;11.00-14.00h;L.O. CARMEN (3);;
;08.30-14.30h;Montaje -16  ARIADNE Y BARBAZUL;;;;;;;;;;
;10.00-10.25h;PAUSA TECNICA;;;;;;;;;;
;10.00-10.30h;VISITA GENERAL;;;;;;;SALA DE CORO;;;
;10.30-14.30h;E.Luces CARMEN;;;;;;;11.00-12.30h;Ensayo coro infantil Oviedo;;
;14.30-15.00h;PAUSA TECNICA;;;;;;;13.00-15.00h;E. Musical CORO;;
;15.00-16.00h;Preparación Pasada + Limpieza;;;;;;;;;;
;15.30-16.00h;Preparación Ensayo;;;;;;;;;;
;16.00-16.45h;Ensayo Técnico CARMEN ;;;;;;;;;;
;17.00-22.00h;VISITA EXPERIENCIA TURISMO ;;;;;;;;;;
;16.45-17.00h;Preparación Ensayo;;;;;;;;;;
;17.00-22.00h;E.Piano CARMEN (3);;;;;;;;;;
;22.00-22.30h;PAUSA TECNICA;;;;;;;;;;
Nov. 2025;22.30-23.15h;Ajustes Técnicos CARMEN;;;;;;;;;;
;23.15-23.30h;Recogida y finalización actividad;;;;;;;;;;
Domingo;;;;;;;;;;;;
;08.00-08.30h;Preparación Actividad;;;Desmontaje CARMEN                                                               Montaje ARIADNE Y BARBAZUL;;RESERVADA                                                                                               CARMEN;;SALA DE ORQUESTA;;;
30;08.30-10.00h;E.Luces CARMEN;;;;;;;;;;
;08.30-14.30h;Montaje -16  ARIADNE Y BARBAZUL;;;;;;;;;;
;10.00-10.25h;PAUSA TECNICA;;;;;;;;;;
;10.00-10.30h;VISITA GENERAL;;;;;;;SALA DE CORO;;;
;10.30-14.30h;E.Luces CARMEN;;;;;;;;;;
;14.30-15.00h;PAUSA TECNICA;;;;;;;;;;
;15.00-16.00h;Preparación Pasada + Limpieza;;;;;;;;;;
;15.30-16.00h;Preparación Ensayo;;;;;;;;;;
;16.00-16.45h;Ensayo Técnico CARMEN ;;;;;;;;;;
;16.45-17.00h;Preparación Ensayo;;;;;;;;;;
;17.00-22.00h;E.Piano CARMEN (4);;;;;;;;;;
;22.00-22.30h;PAUSA TECNICA;;;;;;;;;;
Nov. 2025;22.30-23.15h;Ajustes Técnicos CARMEN;;;;;;;;;;
;23.15-23.30h;Recogida y finalización actividad;;;;;;;;;;
;;;;;;;;;;;;
