FECHA,ESCENARIO,Unnamed: 2,SALA GAYARRE,Unnamed: 4,S.E.P.E,Unnamed: 6,SALA BALLET,Unnamed: 8,SALA DE ORQUESTA                                       SALA DE CORO,Unnamed: 10,OTRAS SALAS,Unnamed: 12
SEMANA Nº23   PROVISIONAL,,,,,,,,,,,,
,11.30-14.30h,E.Italiana IL TROVATORE (1) - TBC,,,,,,,SALA DE CORO,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00h,Preparación ensayo,,,,,,,,,,
,16.00-16.30h,Preparación ensayo,,,,,,,,,,
,16.30-17.00h,Limpieza,,,,,,,,,,
,17.00-20.00h,E.Italiana IL TROVATORE (2) ,,,,,,,,,,
,20.00-22.00h,Ajustes Técnicos IL TROVATORE,,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Jun. 2026   ,22.30-23.15h,Ajustes Técnicos IL TROVATORE,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
Martes,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,Desmontaje IL TROVATORE                               Montaje 1º OPERA TEMPORADA 2026/2027,,RESERVADA                                                                                                             IL TROVATORE,,SALA DE ORQUESTA,,,
23,08.30-10.00h,E. Luces IL TROVATORE,,,,,,,RESERVADA FUNDACION ALBENIZ,,,
,08.30-14.30h,Montaje -16       1ªOPERA TEMPORADA 26/27,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,SALA DE CORO,,,
,10.30-14.30h,E. Luces IL TROVATORE,,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00h,Preparación ensayo,,,,,,,,,,
,16.00-16.30h,Preparación ensayo,,,,,,,,,,
,16.30-17.00h,Limpieza,,,,,,,,,,
,17.00-22.00h,E.Antepiano IL TROVATORE,,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Jun. 2026   , 22.30-23.15h,Ajustes Técnicos IL TROVATORE,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
Miércoles,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,Desmontaje IL TROVATORE                               Montaje 1º OPERA TEMPORADA 2026/2027,,RESERVADA                                                                                                             IL TROVATORE,,SALA DE ORQUESTA,,SALÓN DE BAILE,
24,08.30-10.00h,Preparación ensayo,,,,,,,RESERVADA FUNDACION ALBENIZ,,XXXXh,Flamenco Real 9        1/3
,08.30-10.00h,Montaje Orquesta,,,,,,,,,,Artista
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,SALA DE CORO,,,
,10.30-11.30h,Preparación ensayo + Limpieza,,,,,,,,,,
,11.30-14.30h,E.Conjunto IL TROVATORE (1),,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00h,Preparación ensayo,,,,,,,,,,
,16.00-16.30h,Preparación ensayo,,,,,,,,,,
,16.30-17.00h,Limpieza,,,,,,,,,,
,17.00-20.00h,E.Conjunto IL TROVATORE (2),,,,,,,,,,
,20.00-22.00h,Ajustes Técnicos IL TROVATORE,,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Jun. 2026   ,22.30-23.15h,Ajustes Técnicos IL TROVATORE,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
Jueves,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,Desmontaje IL TROVATORE                               Montaje 1º OPERA TEMPORADA 2026/2027,,RESERVADA                                                                                                             IL TROVATORE,,SALA DE ORQUESTA,,SALÓN DE BAILE,
25,08.30-10.00h,Preparación ensayo,,,,,,,,,XXXXh,Flamenco Real 9        2/3
,08.30-10.00h,Montaje Orquesta,,,,,,,,,,Artista
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,SALA DE CORO,,,
,10.30-11.30h,Preparación ensayo + Limpieza,,,,,,,,,,
,11.30-14.30h,E.Conjunto IL TROVATORE 3),,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00h,Preparación ensayo,,,,,,,,,,
,16.00-16.30h,Preparación ensayo,,,,,,,,,,
,16.30-17.00h,Limpieza,,,,,,,,,,
,17.00-20.00h,E.Conjunto IL TROVATORE (4),,,,,,,,,,
,20.00-22.00h,Ajustes Técnicos IL TROVATORE,20.15h,"ENFOQUES:                     
IL TROVATORE",,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Jun. 2026   ,22.30-23.15h,Ajustes Técnicos IL TROVATORE,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
Viernes,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,16.00-19.00h,CURSO:,Desmontaje IL TROVATORE                               Montaje 1º OPERA TEMPORADA 2026/2027,,RESERVADA                                                                                                             IL TROVATORE,,SALA DE ORQUESTA,,SALÓN DE BAILE,
26,08.30-10.00h,E. Luces IL TROVATORE,,COMPRENDER A VERDI IL TROVATORE,,,,,,,XXXXh,Flamenco Real 9        3/3
,08.30-14.30h,Montaje -16       1ªOPERA TEMPORADA 26/27,,,,,,,,,,Artista
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,SALA DE CORO,,,
,10.30-15.00h,E. Luces IL TROVATORE,,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00h,Preparación ensayo,,,,,,,,,,
,16.00-17.00h,Preparación ensayo,,,,,,,,,,
,17.00-17.30h,Limpieza,,,,,,,,,,
,18.00h,E.Pregeneral IL TROVATORE - CAST.A                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,,,,,,,,,,
,,,,,,,,,,,,
,a 22.00h,Ajustes Técnicos IL TROVATORE,,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Jun. 2026   ,22.30-23.15h,Ajustes Técnicos IL TROVATORE,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
Sábado,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,11.00-14.00h,CURSO:,Desmontaje IL TROVATORE                               Montaje 1º OPERA TEMPORADA 2026/2027,,RESERVADA                                                                                                             IL TROVATORE,,SALA DE ORQUESTA,,,
27,08.30-10.00h,E. Luces IL TROVATORE,16.00-18.00h,COMPRENDER A VERDI IL TROVATORE,,,,,,,,
,08.30-14.30h,Montaje -16       1ªOPERA TEMPORADA 26/27,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,SALA DE CORO,,,
,10.30-15.00h,E. Luces IL TROVATORE,,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00h,Preparación ensayo,,,,,,,,,,
,16.00-18.00h,Preparación ensayo + Limpieza,,,,,,,,,,
,18.00-18.30h,PAUSA TECNICA,,,,,,,,,,
,19.00h,E.General IL TROVATORE - CAST.B                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,,,,,,,,,,
,,,,,,,,,,,,
,a 22.00h,Ajustes Técnicos IL TROVATORE,,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Jun. 2026   ,22.30-23.15h,Ajustes Técnicos IL TROVATORE,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
Domingo,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,Desmontaje IL TROVATORE                               Montaje 1º OPERA TEMPORADA 2026/2027,,,,SALA DE ORQUESTA,,,
28,08.30-10.00h,E. Luces IL TROVATORE,,,,,,,,,,
,08.30-14.30h,Montaje -16       1ªOPERA TEMPORADA 26/27,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,SALA DE CORO,,,
,10.30-15.00h,E. Luces IL TROVATORE,,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00h,Ajustes Técnicos IL TROVATORE,,,,,,,,,,
,16.00-18.30h,Ajustes Técnicos IL TROVATORE,,,,,,,,,,
,18.30-19.00h,PAUSA TECNICA,,,,,,,,,,
,19.00-22.00h,Ajustes Técnicos IL TROVATORE,,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Jun. 2026   ,22.30-23.15h,Ajustes Técnicos IL TROVATORE,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
