FECHA,ESCENARIO,Unnamed: 2,SALA GAYARRE,Unnamed: 4,S.E.P.E,Unnamed: 6,SALA BALLET	,Unnamed: 8,SALA DE ORQUESTA                                       SALA DE CORO,Unnamed: 10,OTRAS SALAS,Unnamed: 12
SEMANA Nº10   PROVISIONAL,,,,,,,,,,,,
,19.30h,SUEÑO DE UNA NOCHE DE VERANO    05/06,,,,,,,,,,
Mar. 2026   ,,,,,,,,,,,,
,a 00.00h,Cambio a EVENTO,,,,,,,,,,
Sábado,00.00-07.00h,Cambio a EVENTO,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,,,RESERVADA                                                                              NOVIA VENDIDA,,SALA DE ORQUESTA,,,
21,08.30-10.00h,Dossier Tecnico SUEÑO DE UNA NOCHE DE VERANO,,,,,,,,,,
,08.00-14.30h,Montaje -16  NOVIA VENDIDA,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,SALA DE CORO,,,
,10.30-14.30h,Dossier Tecnico SUEÑO DE UNA NOCHE DE VERANO,,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00h,Dossier Tecnico SUEÑO DE UNA NOCHE DE VERANO,,,,,,,,,,
,16.00-18.30h,Dossier Tecnico SUEÑO DE UNA NOCHE DE VERANO,,,,,,,,,,
,18.30-19.00h,PAUSA TECNICA,,,,,,,,,,
,19.00-22.00h,Dossier Tecnico SUEÑO DE UNA NOCHE DE VERANO,,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Mar. 2026,22.30-23.15h,Dossier Tecnico SUEÑO DE UNA NOCHE DE VERANO,,,,,,,,,,
,a 00.00h,Desmontaje EVENTO,,,,,,,,,,
Domingo,00.00-07.00h,Cambio a SUEÑO DE UNA NOCHE DE VERANO,,,,,,,,,,
,,Cambio a Domingos de Cámara,,,,,,,,,,
,08.00-08.15h,Preparación Actividad,,,11.00-14.00h,E. Piano                    NOVIA VENDIDA,08.00-17.30h                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              RESERVADA                                                                                         NOVIA VENDIDA,,SALA DE ORQUESTA,,,
22,08.15-09.30h,Montaje Domingos de Cámara,,,,,,,,,,
,09.30-11.15h,E.Domingos de Cámara III,,,,,,,,,,
,11.15-11.30h,Limpieza,,,,,,,,,,
,12.00h,DOMINGOS DE CÁMARA III,,,,,,,SALA DE CORO,,,
,,,,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00h,Preparación Función,,,,,,,,,,
,15.30-16.00h,Montaje Orquesta,,,16.00-19.00h,E. Piano                    NOVIA VENDIDA,17.30-23.30h                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          RESERVADA                                                                                         SUEÑO DE UNA NOCHE DE VERANO,,,,,
,15.30-17.30h,Preparación Función + Limpieza,,,,,,,,,,
,18.00h,SUEÑO DE UNA NOCHE DE VERANO    06/06,,,,,,,,,,
Mar. 2026   ,,,,,,,,,,,,
,a 00.00h,Desmontaje SUEÑO DE UNA NOCHE DE VERANO,,,,,,,,,,
SEMANA Nº13   PROVISIONAL,,,,,,,,,,,,
FECHA,ESCENARIO,,SALA GAYARRE,,S.E.P.E,,SALA BALLET,,SALA DE ORQUESTA                                       SALA DE CORO,,OTRAS SALAS,
Lunes,00.00-07.00h,Desmontaje SUEÑO DE UNA NOCHE DE VERANO,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,11.00-14.00h,E. Piano                    NOVIA VENDIDA,09.00-14.00h                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              RESERVADA                                                                                         AUDICIONES OSM,,SALA DE ORQUESTA,,,
23,08.30-10.00h,Desmontaje SUEÑO DE UNA NOCHE DE VERANO,,,,,,,09.00-18.00h,AUDICIONES OSM,,
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,,,,
,10.30-14.30h,Desmontaje SUEÑO DE UNA NOCHE DE VERANO,,,,,,,SALA DE CORO,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,11.00-14.00h,E. Musical CORO,,
,15.00-16.00h,Desmontaje SUEÑO DE UNA NOCHE DE VERANO,,,,,,,16.00-19.00h,E. Musical CORO,,
,16.00-18.30h,Desmontaje SUEÑO DE UNA NOCHE DE VERANO,,,16.00-19.00h,E. Piano                    NOVIA VENDIDA,14.00-23.30h                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          RESERVADA                                                                                         NOVIA VENDIDA,,,,,
,18.30-19.00h,PAUSA TECNICA,,,,,,,,,,
,19.00-22.00h,Desmontaje SUEÑO DE UNA NOCHE DE VERANO,,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Mar. 2026   ,22.30-23.15h,Desmontaje SUEÑO DE UNA NOCHE DE VERANO,,,,,,,,,,
,23.15- 00.00h,Recogida y finalización actividad,,,,,,,,,,
Martes,00.00-07.00h,Cambio a EVENTO,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,11.00-14.00h,E. Piano                    NOVIA VENDIDA,RESERVADA                                                                                   NOVIA VENDIDA,,SALA DE ORQUESTA,,,
24,DISPONIBLE EVENTO                                                                 ESCENARIO COMPLETO,,,,,,,,09.00-18.00h,AUDICIONES OSM,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,11.00-14.00h,E. Piano                    NOVIA VENDIDA,,,SALA DE CORO,,,
,,,,,,,,,11.00-14.00h,E. Musical CORO,,
Mar. 2026,,,,,,,,,,,,
,a 00.00h,Desmontaje EVENTO,,,,,,,,,,
Miércoles,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,11.00-14.00h,E. Piano                    NOVIA VENDIDA,RESERVADA                                                                                   NOVIA VENDIDA,,SALA DE ORQUESTA,,,
25,08.30-10.00h,Montaje Luces NOVIA VENDIDA,,,,,,,11.00-14.00h,L.O. Cto. VI Ciclo OSM (1),,
,10.00-10.25h,PAUSA TECNICA,,,,,,,11.00-14.00h,L.O. Cto. VI Ciclo OSM (2),,
,10.00-10.30h,VISITA GENERAL,,,,,,,15.00-19.00,Reservado ESÓpera,,
,10.30-14.30h,Montaje Luces NOVIA VENDIDA,,,,,,,SALA DE CORO,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00h,Montaje Luces NOVIA VENDIDA,,,,,,,,,,
,15.30-18.00h,Montaje NOVIA VENDIDA,,,16.00-19.00h,E. Piano                    NOVIA VENDIDA,,,,,,
,18.00-18.30h,PAUSA TECNICA,,,,,,,,,,
,18.30-22.00h,Montaje NOVIA VENDIDA,,,,,,,,,,
Mar. 2026   ,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
,a 23.30h,Montaje NOVIA VENDIDA,,,,,,,,,,
Jueves,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,11.00-14.00h,E. Piano                    NOVIA VENDIDA,RESERVADA                                                                                   NOVIA VENDIDA,,SALA DE ORQUESTA,,CINE -1,
26,08.30-10.00h,Montaje NOVIA VENDIDA,,,,,,,11.00-14.00h,L.O. Cto. VI Ciclo OSM (3),10.00h,Encuentros con la Dirección Artística: Romeo y Julieta & Il Trovatore & Ariodante
,10.00-10.25h,PAUSA TECNICA,,,,,,,11.00-14.00h,L.O. Cto. VI Ciclo OSM (4),,
,10.00-10.30h,VISITA GENERAL,,,,,,,,,,
,10.30-14.30h,Montaje NOVIA VENDIDA,,,,,,,SALA DE CORO,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00h,Montaje NOVIA VENDIDA,,,,,,,,,,
,15.30-18.00h,Montaje NOVIA VENDIDA,,,16.00-19.00h,E. Piano                    NOVIA VENDIDA,,,,,,
,18.00-18.30h,PAUSA TECNICA,,,,,,,,,,
,18.30-22.00h,Montaje NOVIA VENDIDA,,,,,,,,,,
Mar. 2026   ,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
,a 23.30h,Montaje NOVIA VENDIDA,,,,,,,,,,
Viernes,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,Desmontaje NOVIA VENDIDA                                                             Montaje ROMEO Y JULIETA,,,,SALA DE ORQUESTA,,AUDITORIO NACIONAL,
27,08.30-10.00h,Montaje NOVIA VENDIDA,,,,,,,,,17.30-18.30h,E. General Cto.Auditorio
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,19.30h,Concierto Auditorio VI                       
,10.00-10.30h,VISITA GENERAL,,,,,,,,,," Mº Gustavo Gimeno, OSM"
,10.30-14.30h,Montaje NOVIA VENDIDA,,,,,,,SALA DE CORO,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00h,Prep. Grabación Técnica NOVIA VENDIDA,,,,,,,,,,
,15.30-18.00h,Grabación Técnica NOVIA VENDIDA,,,,,,,,,,
,18.00-18.30h,PAUSA TECNICA,,,,,,,,,,
,18.30-22.00h,Grabación Técnica NOVIA VENDIDA,,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Mar. 2026   ,22.30-23.15h,Grabación Técnica NOVIA VENDIDA,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
Sábado,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,Desmontaje NOVIA VENDIDA                                                             Montaje ROMEO Y JULIETA,,RESERVADA                                                                                   NOVIA VENDIDA,,SALA DE ORQUESTA,,TOLEDO,
28,08.30-10.00h,D. Luces NOVIA VENDIDA,,,,,,,,,,Concierto Toledo                   
,08.30-14.30h,Montaje -16  ROMEO Y JULIETA,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,SALA DE CORO,,,
,10.30-14.30h,D. Luces NOVIA VENDIDA,,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00h,Preparación ensayo,,,,,,,,,,
,16.00-16.30h,Preparación ensayo,,,,,,,,,,
,16.30-17.00h,Limpieza,,,,,,,,,,
,17.00-22.00h,E.Piano NOVIA VENDIDA (1),,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Mar. 2026   ,22.30-23.15h,Ajustes Técnicos NOVIA VENDIDA,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
Domingo,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,Desmontaje NOVIA VENDIDA                                                             Montaje ROMEO Y JULIETA,,RESERVADA                                                                                   NOVIA VENDIDA,,SALA DE ORQUESTA,,,
29,08.30-10.00h,D. Luces NOVIA VENDIDA,,,,,,,,,,
,08.30-14.30h,Montaje -16  ROMEO Y JULIETA,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,SALA DE CORO,,,
,10.30-14.30h,D. Luces NOVIA VENDIDA,,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00h,Preparación ensayo,,,,,,,,,,
,16.00-16.30h,Preparación ensayo,,,,,,,,,,
,16.30-17.00h,Limpieza,,,,,,,,,,
,17.00-22.00h,E.Piano NOVIA VENDIDA (2),,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Mar. 2026   ,22.30-23.15h,Ajustes Técnicos NOVIA VENDIDA,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
