FECHA,ESCENARIO,Unnamed: 2,SALA GAYARRE,Unnamed: 4,S.E.P.E,Unnamed: 6,SALA BALLET,Unnamed: 8,SALA DE ORQUESTA                                       SALA DE CORO,Unnamed: 10,OTRAS SALAS,Unnamed: 12
SEMANA Nº36   PROVISIONAL,,,,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00h,Preparación Función,,,,,,,,,,
,16.00-17.00h,Montaje Orquesta ,"16.00-18.00h. CURSO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             Otello, en el crepúsculo shakespeariano de Verdi",,,,,,,,,
,16.00-18.30h,Preparación Función + Limpieza,,,,,,,,,,
,18.30-19.00h,PAUSA TECNICA,,,,,,,,,,
,19.30h,OTELLO    02/12  REP. B,,,,,,,,,,
Sept. 2025,,,,,,,,,,,,
,a 00.00h,Cambio a EVENTO,,,,,,,,,,
Domingo,00.00-07.00h,Cambio a EVENTO,,,,,,,,,,
,07.00-08.00h,MONTAJE EVENTO EVENTO,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,,,,,SALA DE ORQUESTA,,,
21,08.00-12.00h,Montaje de audio & luces,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA técnicos TR,,,,,,,,,,
,12.00-16.00h,Programación luces,,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA técnicos TR,,,,,,,SALA DE CORO,,,
,15.00-15.30h,Descarga Backline,,,,,,,,,,
Sept. 2025,17.30-18.30h,Prueba de sonido,,,,,,,,,,
,18.30-19.00h,Limpiez escenario,,,,,,,,,,
,19.00h,Apertura de Sala,,,,,,,,,,
,20.00h,CONCIERTO REVOLVER,,,,,,,,,,
,a 23.30h,Desmontaje EVENTO,,,,,,,,,,
SEMANA Nº39   PROVISIONAL,,,,,,,,,,,,
FECHA,ESCENARIO,,SALA GAYARRE,,S.E.P.E,,SALA BALLET,,SALA DE ORQUESTA                                       SALA DE CORO,,OTRAS SALAS,
Lunes                               ,00.00-02.00h,Desmontaje EVENTO,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,Desmontaje OTELLO                                                             Montaje                                                                                                           MANDARÍN / BARBAZUL,,RESERVADA OTELLO,,SALA DE ORQUESTA,,CINE - 1,
22,08.30-10.00h,Cambio a OTELLO,,,,,,,11.00-14.00h,L.O. IRIS (1),08.00-22.00h,Grabación OTELLO
