FECHA,ESCENARIO,Unnamed: 2,SALA GAYARRE,Unnamed: 4,S.E.P.E,Unnamed: 6,SALA BALLET,Unnamed: 8,SALA DE ORQUESTA                                       SALA DE CORO,Unnamed: 10,OTRAS SALAS,Unnamed: 12
SEMANA Nº40   PROVISIONAL,,,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,La Moneta & José Fermín Fernández
,10.00-10.30h,VISITA GENERAL,,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,SALA DE CORO,,,
,15.00-16.00h,Preparación Función,,,,,,,11.00-15.00h,E. Musical Coro,,
,16.00-16.30h,Preparación Ensayo + Limpieza,,,,,,,,,,
,16.30-18.00h,Ensayo con Grabación  BNE MEDEA,,,,,,,,,,
,18.00-18.30h,Preparación Función + Limpieza,,,,,,,,,,
,18.30-19.00h,PAUSA TECNICA,,,,,,,,,,
,19.30h,BALLET NACIONAL DE ESPAÑA - MEDEA 2/4                                                      Programa B - Arrieiro,,,,,,,,,,
,,,,,,,,,,,,
Oct. 2025,,,,,,,,,,,,
,a 23.30h,Recogida y finalización actividad,,,,,,,,,,
Sábado,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,,,RESERVADA                                                                                        BALLET NACIONAL DE ESPAÑA,,,,,
18,08.30-10.00h,Montaje MANDARÍN / BARBAZUL -16,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA,11.30-13.30h. CURSO                                               Aprender a escuchar ópera,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,SALA DE CORO,,,
,15.00-16.00h,Preparación Función BNE MEDEA,,,,,,,,,,
,15.30-18.00h,Preparación Función BNE MEDEA,16.00-18.00h. CURSO                                               Aprender a escuchar ópera,,,,,,,,,
,18.00-19.30h,Ensayo con Grabación  BNE MEDEA,,,,,,,,,,
,19.30-20.30h,Preparación función BNE MEDEA + Limpieza,,,,,,,,,,
,21.00h,BALLET NACIONAL DE ESPAÑA - MEDEA 3/4                                                      Programa A - Segunda Piel,,,,,,,,,,
,,,,,,,,,,,,
Oct. 2025,,,,,,,,,,,,
,a  00.00h,Recogida y finalización actividad,,,,,,,,,,
Domingo,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,,,RESERVADA                                                                                        BALLET NACIONAL DE ESPAÑA,,SALA DE ORQUESTA,,,
19,08.30-10.00h,Montaje MANDARÍN / BARBAZUL -16,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA,10.00-14.00h. CURSO                                               Aprender a escuchar ópera,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,,,,
,10.30-14.30h,Montaje MANDARÍN / BARBAZUL -16,,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,SALA DE CORO,,,
,14.30-15.00h,EXPERIENCIA TURISMO,,,,,,,,,,
,15.00-16.00h,Preparación Función,,,,,,,,,,
,15.30-16.00h,Montaje Orquesta,,,,,,,,,,
,15.30-17.30h,Preparación Función + Limpieza,,,,,,,,,,
,18.00h,BALLET NACIONAL DE ESPAÑA - MEDEA 4/4                                                      Programa B - Arrieiro,,,,,,,,,,
,,,,,,,,,,,,
Oct. 2025,,,,,,,,,,,,
,a 00.00h,Desmontaje BNE MEDEA,,,,,,,,,,
SEMANA Nº43   PROVISIONAL,,,,,,,,,,,,
FECHA,ESCENARIO,,SALA GAYARRE,,S.E.P.E,,SALA BALLET	,,SALA DE ORQUESTA                                       SALA DE CORO,,OTRAS SALAS,
Lunes,00.00-07.00h,Desmontaje y carga Ballet - BNE,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,,,RESERVADA                                                             MANDARÍN / BARBAZUL,,SALA DE ORQUESTA,,,
20,08.30-10.00h,Montaje Luces MANDARÍN / BARBAZUL,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,,,,
,10.00-10.30h,EXPERIENCIA TURISMO,,,,,,,,,,
,10.30-14.30h,Montaje Luces MANDARÍN / BARBAZUL,,,,,,,SALA DE CORO,,,
,14.30-15.00,PAUSA TECNICA,,,,,,,11.00-14.00h,E. Musical Coro,,
,15.00-16.00,Montaje Luces MANDARÍN / BARBAZUL,,,,,,,16.00-19.00h,E. Musical Coro,,
,15.30-18.00h,Montaje MANDARÍN / BARBAZUL,,,15.00-19.00h,E.Piano                                                                 MANDARÍN / BARBAZUL,,,,,,
,18.00-18.30h,PAUSA TECNICA,,,,,,,,,,
,18.30-22.00h,Montaje MANDARÍN / BARBAZUL,,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Oct. 2025,22.30-23.15h,Montaje MANDARÍN / BARBAZUL,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
Martes,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,,,RESERVADA                                                             MANDARÍN / BARBAZUL,,SALA DE ORQUESTA,,,
21,08.30-10.00h,Montaje MANDARÍN / BARBAZUL,,,,,,,11.00-13.30h,L.O. Cto. I Ciclo OSM (1),,
,10.00-10.25h,PAUSA TECNICA,,,,,,,15.30-18.00h,L.O. Cto. I Ciclo OSM (2),,
,10.00-10.30h,VISITA GENERAL,,,,,,,,,,
,10.30-14.30h,Montaje MANDARÍN / BARBAZUL,,,,,,,SALA DE CORO,,,
,14.30-15.00,PAUSA TECNICA,,,,,,,11.00-14.00h,E. Musical Coro,CINE - 1,
,15.00-16.00,Montaje MANDARÍN / BARBAZUL,,,,,,,16.00-19.00h,E. Musical Coro,09.00-13.00h,Formación guías
,15.30-18.00h,Montaje MANDARÍN / BARBAZUL,,,15.00-18.30h,E.Piano                                                        MANDARÍN / BARBAZUL,,,,,,
,18.00-18.30h,PAUSA TECNICA,,,,,,,,,,
,18.30-22.00h,Montaje MANDARÍN / BARBAZUL,,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Oct. 2025,23.15-23.30h,Montaje MANDARÍN / BARBAZUL,,,,,,,,,,
Miércoles,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,11.00-14.00h,E.Piano                                                              MANDARÍN / BARBAZUL,RESERVADA                                                             MANDARÍN / BARBAZUL,,SALA DE ORQUESTA,,,
22,08.30-10.00h,Montaje MANDARÍN / BARBAZUL,,,,,,,11.00-13.30h,L.O. Cto. I Ciclo OSM (3),,
,10.00-10.25h,PAUSA TECNICA,,,,,,,15.30-18.00h,L.O. Cto. I Ciclo OSM (4),,
,10.00-10.30h,VISITA GENERAL,,,,,,,,,,
,10.30-14.30h,Montaje MANDARÍN / BARBAZUL,,,,,,,SALA DE CORO,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,11.00-14.00h,E. Musical Coro,,
,15.00-16.00h,Montaje MANDARÍN / BARBAZUL,,,,,,,16.00-19.00h,E. Musical Coro,,
,16.00-18.00h,Grabación Técnica MANDARÍN / BARBAZUL,,,,,,,,,,
,18.00-18.30h,PAUSA TECNICA,,,,,,,,,,
,18.30-22.00h,GrabaciónTécnica MANDARÍN / BARBAZUL,,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Oct. 2025,22.30-23.15h,Grabación Técnica MANDARÍN / BARBAZUL,,,,,,,,,,
,23.15-00.00h,Cambio a EVENTO,,,,,,,,,,
Jueves,00.00-07.00h,Cambio a EVENTO,,,,,,,,,,
,07.00-08.00h,HORA EXTRA,,,,,,,,,,
23,08.00-08.30h,Preparación Actividad,,,Desmontaje                                                                 MANDARÍN / BARBAZUL                                                            Montaje CARMEN,,,,SALA DE ORQUESTA,,AUDITORIO NACIONAL,
,08.00-09.30h,"Pruebas de sonido, vídeo & luces",,,,,,,,,17.30-18.30h,E. General Cto.Auditorio
,09.30-10.30h,Pase técnico,,,,,,,,,19.30h,Concierto Auditorio I                       
,10.00-10.25h,PAUSA TECNICA - técnicos TR,,,,,,,,,," Mº Gustavo Gimeno, OSM"
,10.30-14.00h,Ensayo cliente & jurado,,,,,,,SALA DE CORO,,,
,13.00-14.00h,Ensayo artistas,,,,,,,11.00-14.00h,E. Musical Coro,,
Oct. 2025,14.00-15.00h,Pausa personal externo,,,,,,,16.00-19.00h,E. Musical Coro,,
,14.30-15.00h,PAUSA TECNICA - técnicos TR,,,,,,,,,,
,15.00-16.00h,Ensayo Show,,,,,,,,,,
,16.00-17.30h,Ajustes técnicos,,,,,,,,,,
,17.30-18.00h,Limpieza,,,,,,,,,,
,18.00h,Apertura Puertas,,,,,,,,,,
,19.00-21.00h,GALA DE PREMIOS A LA EFICACIA PUBLICITARIA EFI,,,,,,,,,,
,21.00-21.30h,Preparación Rueda de prensa,,,,,,,,,,
,21.30-23.00h,Rueda de prensa,,,,,,,,,,
,a 00.00h,Cambio a MANDARÍN / BARBAZUL,,,,,,,,,,
Viernes,00.00-07.00h,Cambio a BARBAZUL / MANDARIN,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,Desmontaje                                                                                                  MANDARÍN / BARBAZUL                                                            Montaje CARMEN,,RESERVADA                                                             MANDARÍN / BARBAZUL,,SALA DE ORQUESTA,,SALÓN CARLOS,
24,08.30-10.00h,Dirección Luces MANDARÍN / BARBAZUL,10.00-14.00h. CURSO                                               Aprender a escuchar ópera,A,,,,,11.00-14.00h,L.O. MANDARÍN / BARBAZUL (1),10.00h,RUEDA DE PRENSA
,08.30-14.30h,Montaje -16 CARMEN,,,,,,,,,,MANDARÍN/BARBAZUL
,10.00-10.25h,PAUSA TECNICA,10.00-14.00h                                         ,ACTO  MINISTERIO DE TRANSICIÓN ECOLÓGICA,,,,,16.00-19.00h,L.O. MANDARÍN / BARBAZUL (2),,
,10.00-10.30h,VISITA GENERAL,,,,,,,,,,
,10.30-14.30h,Dirección Luces MANDARÍN / BARBAZUL,,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,SALA DE CORO,,,
,14.30-15.00h,EXPERIENCIA TURISMO,,,,,,,,,,
,15.00-16.00h,Preparación ensayo,,,,,,,11.00-15.00h,E. Musical Coro,,
,16.00-16.30h,Preparación ensayo,,,,,,,,,,
,16.30-17.00h,Limpieza,,,,,,,,,,
,17.00-22.00h,E.Piano MANDARÍN/BARBAZUL (1),,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Oct. 2025,22.30-23.15h,Ajustes Técnicos MANDARÍN / BARBAZUL,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
Sábado,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,Desmontaje                                                                             MANDARÍN / BARBAZUL                                                         Montaje CARMEN,,RESERVADA                                                             MANDARÍN / BARBAZUL,,SALA DE ORQUESTA,,,
25,08.30-10.00h,Dirección Luces MANDARÍN / BARBAZUL,,,,,,,11.00-14.00h,L.O. MANDARÍN / BARBAZUL (3),,
,08.30-14.30h,Montaje -16 CARMEN,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA,,,,,,,16.00-19.00h,L.O. MANDARÍN / BARBAZUL (4),,
,10.00-10.30h,VISITA GENERAL,,,,,,,,,,
,10.30-14.30h,Dirección Luces MANDARÍN / BARBAZUL,,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,SALA DE CORO,,,
,14.30-15.00h,VISITA  CURSO,,,,,,,,,,
,15.00-16.00h,Preparación ensayo,,,,,,,,,,
,16.00-16.30h,Preparación ensayo,,,,,,,,,,
,16.30-17.00h,Limpieza,,,,,,,,,,
,17.00-22.00h,E.Piano MANDARÍN/BARBAZUL (2),,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Oct. 2025,22.30-23.15h,Ajustes Técnicos MANDARÍN / BARBAZUL,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
Domingo,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,Desmontaje                                                                              MANDARÍN / BARBAZUL                                                         Montaje CARMEN,,RESERVADA                                                             MANDARÍN / BARBAZUL,,SALA DE ORQUESTA,,,
26,08.30-10.00h,E.Luces MANDARÍN / BARBAZUL,,,,,,,,,,
,08.30-14.30h,Montaje -16 CARMEN,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,SALA DE CORO,,,
,10.30-14.30h,E.Luces MANDARÍN / BARBAZUL,,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,14.30-15.00h,VISITA  CURSO,,,,,,,,,,
,15.00-16.00h,Preparación ensayo,,,,,,,,,,
,16.00-16.30h,Preparación ensayo,,,,,,,,,,
,16.30-17.00h,Limpieza,,,,,,,,,,
,17.00-22.00h,E.Piano MANDARÍN/BARBAZUL (3),,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Oct. 2025,22.30-23.15h,Ajustes Técnicos MANDARÍN / BARBAZUL,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
SEMANA Nº44   PROVISIONAL,,,,,,,,,,,,
FECHA,ESCENARIO,,SALA GAYARRE,,S.E.P.E,,SALA BALLET,,SALA DE ORQUESTA                                       SALA DE CORO,,OTRAS SALAS,
Lunes,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,Desmontaje                                                                   MANDARÍN / BARBAZUL                                                               Montaje CARMEN,,RESERVADA                                                             MANDARÍN / BARBAZUL,,SALA DE ORQUESTA,,SALÓN DE BAILE,
27,08.30-10.00h,E.Luces MANDARÍN / BARBAZUL,09.00-14.30h,Curso de regiduría para eventos,,,,,11.00-14.00h,L.O. BARBAZUL/ MANDARIN (5),19.00-22.00h,ACTO BESKARFORGET
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,16.00-19.00h,L.O. BARBAZUL/ MANDARIN (6),,
,10.30-14.30h,E.Luces MANDARÍN / BARBAZUL,,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00h,Preparación ensayo,,,,,,,SALA DE CORO,,,
,16.00-16.30h,Preparación ensayo,,,,,,,11.00-14.00h,E. Musical Coro,,
,16.30-17.00h,Limpieza,,,,,,,16.00-19.00h,E. Musical Coro,,
,17.00-22.00h,E.Antepiano MANDARÍN/BARBAZUL ,,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Oct. 2025, 22.30-23.00h,Ajustes Técnicos MANDARÍN / BARBAZUL,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
Martes,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,Desmontaje                                                                   MANDARÍN / BARBAZUL                                                               Montaje CARMEN,,RESERVADA                                                             MANDARÍN / BARBAZUL,,SALA DE ORQUESTA,,CINE - 1,
28,08.30-10.00h,E.Luces MANDARÍN / BARBAZUL,09.00-14.30h,Curso de regiduría para eventos,,,,,15.00-16.00h,VISITA CURSO,14.00-16.00h,Universidad a Escena
,08.30-14.30h,Montaje -16 CARMEN,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,TODOS LOS SALONES,
,10.00-10.30h,VISITA GENERAL,,,,,,,SALA DE CORO,,16.00h,Montaje ACTO
,10.30-14.30h,E.Luces MANDARÍN / BARBAZUL,,,,,,,11.00-14.00h,E. Musical Coro,,ENJOY AENA AWARDS
,14.30-15.00h,PAUSA TECNICA,,,,,,,16.00-19.00h,E. Musical Coro,,
,14.30-15.00h,EXPERIENCIA TURISMO,,,,,,,,,SALÓN FALLA & TERRAZA,
,15.00-16.00h,VISITA CURSO,,,,,,,,,19.15-21.45h,Acto ABANCA 
,15.00-16.00h,Preparación ensayo,,,,,,,,,,
,15.30-16.30h,Montaje orquesta,,,,,,,,,,(cóctel & visita guiada)
,16.00-17.00h,Preparación ensayo,,,,,,,,,,
,16.00-16.30h,Limpieza,,,,,,,,,,
,17.00-20.00h,E.Italiana MANDARÍN/BARBAZUL ,,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Oct. 2025,22.30-23.15h,Ajustes Técnicos MANDARÍN / BARBAZUL,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
Miércoles,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,Desmontaje                                                                   MANDARÍN / BARBAZUL                                                               Montaje CARMEN,,RESERVADA                                                             MANDARÍN / BARBAZUL,,SALA DE ORQUESTA,,TODOS LOS SALONES,
29,08.30-10.00h,Preparación ensayo,,,,,,,15.00-19.00h,Curso: El mandarín maravilloso/El castillo de Barbazul,09.00-02.00h,ENJOY AENA AWARDS
,08.15-10.00h,Montaje Orquesta,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,SALA DE CORO,,,
,10.30-11.30h,Preparación ensayo + Limpieza,,,,,,,11.00-14.00h,Ensayo coro infantil Oviedo,,
,11.30-14.30h,E.Conjunto MANDARÍN/BARBAZUL (1),,,,,,,16.00-19.00h,E. Musical Coro,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00h,Preparación ensayo,,,,,,,,,,
,15.30-16.30h,Montaje orquesta,,,,,,,,,,
,16.00-17.00h,Preparación ensayo,,,,,,,,,,
,16.00-16.30h,Limpieza,,Pruebas grabación podcast El Gallinero Real,,,,,,,,
,17.00-20.00h,E.Conjunto MANDARÍN/BARBAZUL (2),18.00-20.00h,,,,,,,,,
,20.00-22.00h,Ajustes Técnicos MANDARÍN / BARBAZUL,,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Oct. 2025,22.30-23.15h,Ajustes Técnicos MANDARÍN / BARBAZUL,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
Jueves,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,Desmontaje                                                                   MANDARÍN / BARBAZUL                                                               Montaje CARMEN,,RESERVADA                                                             MANDARÍN / BARBAZUL,,SALA DE ORQUESTA,,SALA CINE -1,
30,08.30-10.00h,E.Luces MANDARÍN / BARBAZUL,09.00-14.30h,Curso de regiduría para eventos,,,,,,,16.00-21.00h CURSO                                               Comprender a Bartók: El Castillo de Barbazul,
,08.30-14.30h,Montaje -16 CARMEN,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,SALA DE CORO,,SALÓN BAILE &CARLOS & FALLA & FOYER,
,10.30-14.30h,E.Luces MANDARÍN / BARBAZUL,,,,,,,11.00-14.00h,E. Musical Coro,,CLYDE & Co
,14.30-15.00h,PAUSA TECNICA,,,,,,,16.00-19.00h,E. Musical Coro,,
,15.00-16.00h,Preparación ensayo,,,,,,,,,,
,16.00-17.00h,Preparación ensayo,,,,,,,,,,
,16.00-16.30h,Limpieza,,,,,,,,,,
,16.00-20.00h,E.Conjunto MANDARÍN/BARBAZUL (3),,,,,,,,,,
,20.00-22.00h,Ajustes Técnicos MANDARÍN / BARBAZUL,20.15h,ENFOQUES: MANDARÍN / BARBAZUL,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Oct. 2025,22.30-23.15h,Ajustes Técnicos MANDARÍN / BARBAZUL,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
Viernes,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,Desmontaje                                                                   MANDARÍN / BARBAZUL                                                               Montaje CARMEN,,RESERVADA                                                             MANDARÍN / BARBAZUL,,SALA DE ORQUESTA,,,
31,08.30-10.00h,E.Luces MANDARÍN / BARBAZUL,,,,,,,,,,
,08.30-14.30h,Montaje -16 CARMEN,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,SALA DE CORO,,,
,10.30-14.30h,E.Luces MANDARÍN / BARBAZUL,,,,,,,11.00-15.00h,E. Musical Coro,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,14.30-15.00h,EXPERIENCIA TURISMO,,,,,,,,,,
,15.00-16.00h,Preparación ensayo,,,,,,,,,,
,16.00-18.00h,Preparación ensayo,,,,,,,,,,
,18.00-18.30h,PAUSA TECNICA,,,,,,,,,,
,18.00-18.30h,Limpieza,,,,,,,,,,
,19.00h,E.General EL MANDARÍN MARAVILLOSO /                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             EL CASTILLO DE BARBAZUL,,,,,,,,,,
,,,,,,,,,,,,
,a 22.00h,Ajustes Técnicos MANDARÍN / BARBAZUL,,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Oct. 2025,22.30-23.15h,Ajustes Técnicos MANDARÍN / BARBAZUL,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
Sábado,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,Desmontaje                                                                   MANDARÍN / BARBAZUL                                                               Montaje CARMEN,,,,SALA DE ORQUESTA,,,
1,08.30-10.00h,E.Luces MANDARÍN / BARBAZUL,,,,,,,,,,
,08.30-14.30h,Montaje -16 CARMEN,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,SALA DE CORO,,,
,10.30-14.30h,E.Luces MANDARÍN / BARBAZUL,,,,,,,,,,
,14.30-15.00,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00,Ajustes Técnicos MANDARÍN / BARBAZUL,,,,,,,,,,
,16.00-18.00h,Ajustes Técnicos MANDARÍN / BARBAZUL,,,,,,,,,,
,18.00-18.30h,PAUSA TECNICA,,,,,,,,,,
,18.30-22.00h,Ajustes Técnicos MANDARÍN / BARBAZUL,,,,,,,,,,
,22.00-22.30h,PAUSA TECNICA,,,,,,,,,,
Nov. 2025,22.30-23.15h,Ajustes Técnicos MANDARÍN / BARBAZUL,,,,,,,,,,
,23.15-23.30h,Recogida y finalización actividad,,,,,,,,,,
Domingo,,,,,,,,,,,,
,08.00-08.30h,Preparación Actividad,,,Desmontaje                                                                   MANDARÍN / BARBAZUL                                                               Montaje CARMEN,,RESERVADA                                                             MANDARÍN / BARBAZUL,,SALA DE ORQUESTA,,,
2,08.30-10.00h,E.Luces MANDARÍN / BARBAZUL,,,,,,,,,,
,08.30-14.30h,Montaje -16 CARMEN,,,,,,,,,,
,10.00-10.25h,PAUSA TECNICA,,,,,,,,,,
,10.00-10.30h,VISITA GENERAL,,,,,,,SALA DE CORO,,,
,10.30-14.30h,E.Luces MANDARÍN / BARBAZUL,,,,,,,,,,
,14.30-15.00h,PAUSA TECNICA,,,,,,,,,,
,15.00-16.00h,Preparación Función,,,,,,,,,,
,15.30-16.00h,Montaje Orquesta,,,,,,,,,,
,15.30-17.30h,Preparación Función + Limpieza,,,,,,,,,,
,18.00h,EL MANDARÍN MARAVILLOSO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               EL CASTILLO DE BARBAZUL    01/05,,,,,,,,,,
Nov. 2025,,,,,,,,,,,,
,a 00.00h,Cambio a EVENTO,,,,,,,,,,
